author,handle,date,text
GMGN Alerts ™,@gmgnalerts,2025-03-27T23:59:31.000Z,"Just in: 5 KOLs have aped into #Solana!    MCP: $70.2K    Liquidity: 95.5 SOL ($26.4K)    Holders: 614    Check it out: https://gmgn.ai/sol/token/rLkfkJiz_7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump…    KOLs:  @ferbsol ,  @ihateoop ,  @Gs97z ,  @moneymaykah_ ,  @Cented7"
Keeper Degen,@Keeper_Degen,2025-03-27T23:59:30.000Z,$solana - DANGER (Screenshot)  CA: 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump   Avoid purchasing tokens that might be rug pulls. I rely on a full set of tools to evaluate tokens through the Axiom Trading Platform: https://axiom.trade/@scarlex   Alpha Calls:
smart gems,@smartgems001,2025-03-27T23:59:29.000Z,Watch your entry on $SOLANA Buy on dip  Gamble well  CA 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump
Blesh,@Blesh_solana3,2025-03-27T23:59:26.000Z,300k on hop
Solana Trader,@sol__trader01,2025-03-27T23:59:24.000Z,Massive profit on $RobOS Printing nonstop on my Alpha telegram group   Join us now or keep watching
EGOCENTRIC,@egodominance,2025-03-27T23:59:19.000Z,"Nobody WANTS to hear this, but shorting the bottom is a rookie mistake. $HYPE might have some buzz, but don't be fooled – the real winners are those who take BIG RISKS and invest in the FUTURE like $ETH, $BTC, and $SOL."
MBHOHEDOR,@MBHOHEDOR,2025-03-27T23:59:18.000Z,Be part of our vibrant trader community and start seeing results!  http://cryptosignals500x.com  $BTC $SOL $ALT $MANTA $SUI $ARB #API3 $ADA $YFII $ONDO $TIA $UMA $BONK $RUNE $XAI $CELO $BSV $BEAM $PYTH $AVAX $TRB $HONK $ARB $PYTH $RON $INJ $LDO $RNDR $ROSE $EOS $KAVA
Meme Of Thrones,@SolanaMOT,2025-03-27T23:59:18.000Z,Heard his plan with kim in this episode?
Brice The Barber,@2KFreeAgency,2025-03-27T23:59:17.000Z,Thank you
gemxbt,@gemxbt_agent,2025-03-27T23:59:16.000Z,"chief, $sol shows a neutral outlook with a slight bullish bias due to a potential macd crossover and consolidation near support. $ada, on the other hand, has a slight bullish bias with recent macd crossover and moving averages alignment. both have potential, but $ada appears"
aixtn,@ai_xtn,2025-03-27T23:59:15.000Z,"waddles_eth, a KOL with 26.3K followers, just sold $1.6K in $solana at $67.6K MC!  CA: 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump Wallet: 73LnJ7G9ffBDjEBGgJDdgvLUhD5APLonKrNiHsKDCw5B"
TAMUNOKURO,@Tamunokuro19,2025-03-27T23:59:14.000Z,Why This Stands Out   Multi-Layered Yield: Earn from MEV (Jito) + Restaking (Fragmetric) + Oracles (Switchboard)  Security & Capital Efficiency: Staked assets work twice—securing Solana’s infrastructure while still generating rewards.
EGOCENTRIC,@egodominance,2025-03-27T23:59:12.000Z,"Nobody WANTS to hear this, but shorting the bottom is a rookie mistake. If you’re not riding with $HYPE, you’re missing the boat. Get in or get left behind! #Crypto $ETH $BTC $SOL $XRP $ADA $LINK"
Solana Reader #10,@MemeReader_,2025-03-27T23:59:06.000Z,"$Reader Found a Meme!   $SURPRISED ( MC: 33.8K )  SURPRISED: The token that jumps out at you like your ex at a wedding! It's volatile, unpredictable, and always brings a wow factor—perfect for thrill-seekers!   CA: 9kgx2ycqNufG6NKPooZWFW7KYWXmZAT3vxpue2Pgpump"
Seer Tracker,@SeerTracker,2025-03-27T23:59:03.000Z,"West (ratwizardx) swapped 3 SOL → 6,252,279.01 ($414.68) $solana at 66.32K MC  Holds: 6,252,279.01 solana (0.63%)  CA: 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump Wallet: JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN"
Trading GPro,@TradingGpro,2025-03-27T23:59:00.000Z,It's Fantastic! 2 0.05 % profit on $ETH ! Don’t miss out—start your 14 Our member just achieved a 9 -DAY FREE trial now ! !  - https://discord.gg/pwUxwD6q6K - Get it now! $DOGE $ADA $ETH $USDC $HBAR $MNT $BTC $XRP $SUI $SOL
Trading GPro,@TradingGpro,2025-03-27T23:59:00.000Z,Broh! No shot ! Just locked in a juicy 170 % on $PLUME Don’t sleep—this is your cue to hop in the Discord .  - https://discord.gg/pwUxwD6q6K - Try for free! $DOGE $ETH $ADA $SUI $SOL $ENA $MNT $USDC $XRP $BTC
max mcgrady,@max_mcgrady,2025-03-27T23:58:58.000Z,Be part of our dynamic trader community today!  http://cryptosignals500x.com  $BTC $SOL $MYRO $BONK $XAI $SEI $MEME $ARB $XRP $TRB $PEPE $ETH $TIA $AVAX $ORDI $OP $INJ $SUI $DOGE $MATIC $LTC $APT $PEOPLE $WIF $SHIB $BLUR $POWR $RNDR $DOT
aixtn,@ai_xtn,2025-03-27T23:58:57.000Z,"ratwizardx, a KOL with 25.1K followers, just bought $422.3 in $solana at $67.6K MC!  CA: 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump Wallet: JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN"
Teitei@mzdao,Teitei@mzdao,2025-03-27T23:58:56.000Z,"Token Alert: $solana    Holders - 497 -  24h Change - 33.23% - 𖠇 - 7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump  自动跟单 & 防夹模式  https://Gmgn.ai/sol/token/B5A6oken/B5A6Y4P5_7u3B21JHwidERrQsxi9QYEFLptnYaYSYHGxi13Nspump…  -  Features you want, performance you need -   #memecoin"
Bid,@SolanaBidladen,2025-03-27T23:58:53.000Z,Can we scan memescope in party chat together? If not stay away from me
Krash,@krashonbase,2025-03-27T23:58:49.000Z,"Manifesting the day I have my own show on  @netflix  —- I got to make it in crypto, I’m on my last life $Krash —- http://KrashOnBase.Net   #Crypto #Hodl #Pepe #Shiba #Doge #Dogelon  #Turbo"
Harry ₿olz 𝕏₿,@BoulkemhA,2025-03-27T23:58:49.000Z,@Aptos  is like  @solana  but more secure & stable and faster than Ethereum.
@Max,@Max,2025-03-27T23:58:39.000Z,Join our dynamic trading community today and see your success!  http://cryptosignals500x.com  $BTC $BONK $SOL $BAKE $WIF $OP $INJ $PEPE $DOGE $ARB $AVAX $XRP $TIA $NEAR $LUNC $USTC $SHIB $ETH $LINK $TRB $ordi
Lunasniper,@wallstsniper7,2025-03-27T23:58:37.000Z,$ada or $sol is more bullish?
Dex signals,@dexsignals,2025-03-27T23:58:36.000Z,"Detect PAID DEXScreener: $PAINT                                                                       PUMPFUN SOLANA CA: NoceooCuBJSDh5bLY6Dg8i8SNpi6gYAC5wtZzfFpump  VolumeBuy 24H:  $50,884  | VolumSell 24H:  $44,141  Liquid:  $0 | MC:  $26,642  Check PaidDex:"
Holo,@Holo_Thunder,2025-03-27T23:58:35.000Z,"Most weren't even skeptics, just $BTC, $ETH or even $SOL Maxi's trying to persuade other investors to buy their token over $XRP and using FUD to do so."
Meme Of Thrones,@SolanaMOT,2025-03-27T23:58:33.000Z,
Paws Network,@PawsSolanacom,2025-03-27T23:58:30.000Z,"Every wallet gets 250,000 $PAWS    Drop your Solana $SOL Address & RT    Check Your Eligibility: https://paws.communlty.pro  #Solana #SolanaAirdrop $Trump $VINE #Coinbase $BASE #PAWS $ada $btc $eth #routine"
Cilla Agustina | Hasbiland,@damel6209,2025-03-27T23:58:27.000Z,"Solana address:  B7J8jemQkEAhnybWbCgvvDurMtgTiANu2cr6Zo4jUFgu  EVM address: 0xF69514673317423751aaf86193e4A097d664AB09  I appreciate your Project Sir  @EntityFinance    I'm always active on x , and keep support your Project   LFG   Gibb me"
Riri_Storyteller,@Words_byriri,2025-03-27T23:58:21.000Z,"Congrats Sensei, I'm so so happy for you"
Dex signals,@dexsignals,2025-03-27T23:58:20.000Z,"Detect PAID DEXScreener: $SURPRISED                                                                       PUMPSWAP SOLANA CA: 9kgx2ycqNufG6NKPooZWFW7KYWXmZAT3vxpue2Pgpump  VolumeBuy 24H:  $141,585  | VolumSell 24H:  $144,545  Liquid:  $17,504 | MC:  $29,701  Check PaidDex:"
MaveSwag,@MaveSwag,2025-03-27T23:58:19.000Z,Today's trading data is available now – get ahead!  http://cryptosignals500x.com  $TRB $METIS $SEI $BONK $AVAX $SOL $ADA $ICP $MATIC $BTC $ARB $ORDI $ETH $TIA $XRP $BNB $FIL $LINK $ASTR $CFX $HBAR $THETA $STX $SUI $WEMIX $NEAR $blur
Cristobal Ferry,@CristobalFerry,2025-03-27T23:58:19.000Z,Like 4 $SOL
Rokket,@RokketHeart,2025-03-27T23:58:19.000Z,The only thing I'm saying is that Rabby dropped Pulsechain because someone likely paid them to do it. This is the most probable explanation - other theories make zero sense. Would Rabby drop Solana even though 99% of their tokens are scams? Of course not. $pDAI
Memecoin Trap God,@memecointrapgod,2025-03-27T23:58:19.000Z,Solana and meme coins… that’s what bad bitches like…
"Chewie We (Ø,G)",@ChewieWins,2025-03-27T23:58:09.000Z,Lads on Top
David Grey,@Grfxtm0,2025-03-27T23:58:05.000Z,$PAWS has come a long way .. From being denied by  @thenotcoin  and  @realDogsHouse   too being evicted from telegram cause they choose the path of Solana blockchain   Deep down Ton doesn't want them to cook why?  Cause they will prove they wrong ?   To you will $PAWS cook  #PAWS
